record_id,equipment_id,equipment_type,operating_hours,engine_temperature_C,vibration_level,oil_pressure_bar,fuel_rate_L_per_hr,load_tons,ambient_temperature_C,failure
4069,EQ0156,Loader,7288,90.05,0.709,2.78,50.47,160.9,25.25,1
4070,EQ0110,Excavator,7412,101.31,0.188,2.64,44.52,101.6,22.15,0
4071,EQ0053,Drill,2124,103.22,0.62,2.79,32.33,99.4,27.75,0
4072,EQ0152,Drill,7766,84.83,0.269,2.0,45.93,158.6,36.49,0
4073,EQ0079,Haul Truck,3317,103.72,0.684,3.36,44.19,103.0,20.78,0
4074,EQ0022,Excavator,6684,103.36,0.404,2.94,35.64,126.5,27.12,0
4075,EQ0030,Loader,9178,87.5,0.317,2.86,46.34,102.2,27.95,1
4076,EQ0191,Crusher,5385,107.79,0.604,2.87,38.74,69.6,25.99,0
4077,EQ0004,Haul Truck,7470,83.35,0.555,3.01,38.23,125.9,18.53,0
4078,EQ0059,Loader,1619,90.0,0.35,3.33,38.01,153.5,24.17,0
4079,EQ0008,Crusher,6711,98.83,0.312,2.97,20.58,118.1,24.19,0
4080,EQ0012,Drill,6956,88.17,0.472,2.32,35.79,75.6,31.8,0
4081,EQ0119,Drill,2532,97.11,0.319,3.29,45.71,123.3,30.52,0
4082,EQ0159,Excavator,6557,96.93,0.341,3.25,39.82,97.3,18.69,1
4083,EQ0034,Crusher,4966,93.5,0.517,3.1,29.72,41.4,25.68,0
4084,EQ0082,Drill,5154,101.66,0.355,3.54,47.72,117.6,25.0,0
4085,EQ0098,Drill,9208,93.17,0.564,3.02,37.61,135.5,39.73,0
4086,EQ0127,Excavator,2170,96.85,0.724,3.56,30.23,155.3,29.75,0
4087,EQ0075,Loader,1881,104.17,0.478,3.7,57.65,172.7,21.54,0
4088,EQ0105,Drill,8630,101.33,0.52,3.29,31.57,139.5,23.34,0
4089,EQ0049,Haul Truck,1616,101.29,0.803,2.63,47.04,148.0,25.73,0
4090,EQ0079,Haul Truck,5591,85.81,0.322,2.93,33.85,81.5,30.17,0
4091,EQ0185,Loader,9206,99.2,0.679,3.62,41.09,168.7,30.91,0
4092,EQ0093,Crusher,6049,87.97,0.661,2.25,32.78,158.0,29.2,0
4093,EQ0154,Excavator,3390,84.75,0.628,2.8,30.09,109.0,26.74,0
4094,EQ0018,Haul Truck,4670,94.43,0.694,2.83,44.18,140.4,27.18,0
4095,EQ0096,Haul Truck,9738,87.77,0.542,2.57,43.24,137.4,27.23,0
4096,EQ0038,Loader,1479,101.32,0.413,3.44,49.16,164.1,17.3,0
4097,EQ0087,Crusher,9775,101.52,0.664,3.19,39.72,115.5,27.63,0
4098,EQ0088,Crusher,7770,79.78,0.67,2.64,57.76,97.6,24.54,0
4099,EQ0050,Loader,900,88.37,0.666,3.3,42.15,105.3,18.08,0
4100,EQ0008,Haul Truck,9538,83.32,0.507,2.92,44.53,146.9,42.51,0
4101,EQ0169,Excavator,5367,91.3,0.393,2.55,29.13,62.4,29.87,0
4102,EQ0134,Haul Truck,3595,98.64,0.529,2.64,35.09,30.1,28.08,0
4103,EQ0069,Crusher,3357,93.06,0.641,3.22,44.16,146.8,25.77,0
4104,EQ0172,Haul Truck,6658,90.28,0.654,3.47,39.33,128.2,32.38,0
4105,EQ0121,Excavator,1081,105.4,0.436,2.76,41.5,120.6,21.03,0
4106,EQ0064,Drill,2188,76.56,0.547,3.27,33.47,80.8,26.12,0
4107,EQ0157,Haul Truck,3052,104.89,0.304,3.79,40.98,68.7,22.29,0
4108,EQ0156,Loader,9303,90.65,0.648,2.37,40.95,101.0,32.33,1
4109,EQ0139,Drill,2226,94.38,0.383,3.18,30.56,130.9,23.04,0
4110,EQ0121,Loader,4912,90.78,0.618,3.42,45.14,102.4,34.61,0
4111,EQ0065,Loader,8163,107.34,0.328,2.95,26.4,147.0,27.4,1
4112,EQ0107,Loader,3961,85.15,0.655,3.62,41.47,91.4,32.65,0
4113,EQ0147,Haul Truck,6003,95.09,0.548,4.1,54.12,104.4,30.4,0
4114,EQ0137,Crusher,2691,99.22,0.383,3.17,45.44,141.1,34.36,0
4115,EQ0155,Drill,9765,82.11,0.604,2.88,45.39,108.7,22.39,0
4116,EQ0162,Excavator,9457,87.64,0.411,3.49,32.82,110.2,33.43,0
4117,EQ0172,Crusher,3422,93.81,0.612,3.42,54.15,100.7,16.82,0
4118,EQ0196,Haul Truck,6537,87.91,0.459,1.74,51.01,95.1,28.26,0
4119,EQ0100,Loader,8901,88.48,0.242,3.0,33.25,130.6,24.72,1
4120,EQ0082,Excavator,2961,92.2,0.353,2.8,36.2,134.5,19.57,0
4121,EQ0143,Drill,1755,100.2,0.435,3.2,50.04,126.8,22.64,0
4122,EQ0051,Crusher,1855,92.26,0.705,2.9,54.37,101.5,24.16,0
4123,EQ0141,Crusher,8337,103.63,0.635,2.96,29.88,114.0,26.82,1
4124,EQ0083,Excavator,9551,87.02,0.744,2.57,31.97,167.9,24.85,0
4125,EQ0177,Haul Truck,6327,84.98,0.748,3.37,38.85,77.4,28.48,1
4126,EQ0198,Drill,4738,110.41,0.42,3.83,22.63,176.6,23.02,0
4127,EQ0112,Excavator,9743,89.74,0.472,2.58,40.15,123.0,25.14,1
4128,EQ0056,Loader,2667,84.51,0.438,2.3,49.49,114.6,26.27,0
4129,EQ0179,Drill,3223,81.06,0.399,3.01,28.49,148.6,29.09,0
4130,EQ0165,Crusher,5264,103.6,0.224,2.99,41.02,58.0,33.09,0
4131,EQ0145,Excavator,7181,92.27,0.498,3.59,35.35,161.4,33.12,0
4132,EQ0186,Crusher,5007,92.97,0.307,2.39,53.12,175.7,29.42,1
4133,EQ0157,Crusher,9780,93.73,0.495,2.73,35.44,152.6,30.58,0
4134,EQ0161,Crusher,9865,103.1,0.817,1.93,52.15,56.9,29.87,1
4135,EQ0060,Haul Truck,5062,93.56,0.424,3.69,35.22,142.9,26.11,0
4136,EQ0120,Crusher,7250,113.75,0.529,3.13,46.17,169.4,33.4,1
4137,EQ0183,Loader,1866,96.07,0.636,2.77,42.02,166.3,22.51,0
4138,EQ0138,Loader,3649,103.49,0.542,2.34,38.89,77.8,15.71,0
4139,EQ0175,Drill,2409,101.44,0.544,2.38,33.68,150.5,21.75,0
4140,EQ0023,Crusher,9734,94.71,0.446,3.21,42.58,173.9,36.42,0
4141,EQ0149,Crusher,2076,90.3,0.465,2.45,36.48,120.9,26.23,1
4142,EQ0013,Excavator,7280,97.66,0.356,3.05,34.48,76.4,29.64,0
4143,EQ0101,Haul Truck,2590,99.08,0.627,4.02,51.78,144.9,26.36,0
4144,EQ0161,Drill,9017,90.42,0.239,2.83,44.38,151.6,31.37,0
4145,EQ0024,Crusher,4481,96.33,0.646,2.52,45.15,115.8,28.42,0
4146,EQ0108,Excavator,6087,104.89,0.289,3.19,36.87,84.3,27.59,0
4147,EQ0011,Haul Truck,7525,111.56,0.644,2.39,38.51,149.5,31.68,0
4148,EQ0017,Drill,3719,101.83,0.447,3.86,38.01,96.9,25.21,0
4149,EQ0196,Drill,6160,109.9,0.315,3.7,42.7,131.9,30.23,0
4150,EQ0175,Crusher,8789,89.97,0.587,2.92,45.13,166.7,26.95,0
4151,EQ0025,Drill,4076,100.62,0.639,2.55,39.76,70.2,27.36,0
4152,EQ0094,Excavator,804,105.71,0.434,2.79,33.66,147.2,23.09,0
4153,EQ0021,Drill,5552,87.83,0.608,2.85,46.08,113.8,26.7,0
4154,EQ0084,Loader,6194,91.12,0.157,3.19,40.27,114.6,24.75,0
4155,EQ0140,Excavator,3781,108.9,0.302,3.52,28.47,135.4,34.78,0
4156,EQ0037,Haul Truck,4238,87.2,0.694,2.48,22.92,96.9,17.9,0
4157,EQ0042,Haul Truck,2016,84.27,0.466,3.51,42.38,84.7,33.34,0
4158,EQ0145,Crusher,9666,107.22,0.221,3.31,33.36,66.5,17.53,0
4159,EQ0101,Crusher,7601,104.57,0.395,2.75,43.45,157.0,31.22,0
4160,EQ0048,Loader,1945,98.46,0.361,2.46,33.8,108.8,22.97,0
4161,EQ0103,Haul Truck,4754,94.63,0.475,3.06,41.07,137.1,31.4,0
4162,EQ0028,Haul Truck,6513,91.49,0.444,2.47,36.97,105.4,27.27,0
4163,EQ0041,Haul Truck,8211,97.26,0.527,3.51,54.02,85.1,19.41,0
4164,EQ0099,Haul Truck,8090,107.64,0.49,2.44,47.6,139.6,36.15,1
4165,EQ0047,Drill,9728,96.91,0.704,3.27,50.78,129.8,32.66,1
4166,EQ0146,Excavator,3190,112.34,0.564,2.96,40.19,112.9,31.02,0
4167,EQ0105,Excavator,1470,87.82,0.569,2.72,46.58,129.1,24.16,0
4168,EQ0124,Loader,2028,94.84,0.675,2.95,40.73,91.2,32.87,0
4169,EQ0199,Drill,1736,92.02,0.442,3.54,51.76,151.8,20.3,0
4170,EQ0013,Haul Truck,6280,86.32,0.311,2.4,39.42,158.8,14.63,1
4171,EQ0141,Haul Truck,8383,93.78,0.681,2.79,28.82,142.8,18.63,0
4172,EQ0100,Crusher,1943,98.34,0.52,2.62,24.01,108.8,22.47,0
4173,EQ0031,Crusher,8476,99.19,0.521,2.98,53.35,121.8,23.47,1
4174,EQ0130,Loader,9863,112.36,0.405,2.66,43.83,167.1,25.39,1
4175,EQ0016,Haul Truck,931,98.72,0.407,2.12,44.35,158.4,25.66,1
4176,EQ0137,Loader,5638,104.2,0.627,2.47,51.92,179.8,24.1,0
4177,EQ0073,Drill,5415,95.53,0.648,3.82,26.79,96.6,15.3,0
4178,EQ0166,Excavator,8555,108.42,0.618,3.12,37.13,93.9,29.15,0
4179,EQ0054,Haul Truck,5427,114.19,0.619,3.11,38.11,124.0,26.41,0
4180,EQ0184,Drill,1386,99.25,0.585,2.86,45.94,132.2,23.82,0
4181,EQ0100,Haul Truck,1629,87.06,0.52,2.97,34.46,115.7,36.39,0
4182,EQ0109,Crusher,6755,90.61,0.474,2.79,30.39,108.3,26.55,0
4183,EQ0087,Loader,1977,97.26,0.682,3.26,30.32,158.0,28.35,0
4184,EQ0173,Crusher,5531,98.65,0.444,3.05,49.2,117.3,32.78,0
4185,EQ0162,Excavator,9489,100.59,0.555,2.41,34.06,83.5,19.06,1
4186,EQ0137,Crusher,2578,98.68,0.379,3.13,35.58,87.0,27.86,0
4187,EQ0008,Haul Truck,200,95.06,0.401,1.77,45.08,127.4,32.76,0
4188,EQ0007,Crusher,3187,89.91,0.465,3.21,34.41,210.1,27.45,0
4189,EQ0036,Haul Truck,5928,98.21,0.379,2.3,26.36,90.7,20.18,0
4190,EQ0018,Excavator,7525,109.84,0.62,2.95,27.35,110.6,25.11,1
4191,EQ0003,Crusher,2391,103.16,0.298,2.4,39.55,192.1,29.13,0
4192,EQ0028,Loader,5567,99.28,0.515,3.0,43.98,105.5,15.36,0
4193,EQ0070,Loader,8396,103.24,0.52,3.29,38.38,133.7,19.88,1
4194,EQ0172,Loader,793,92.03,0.228,3.75,43.44,176.3,39.84,0
4195,EQ0149,Crusher,5886,90.93,0.434,2.23,27.1,91.5,30.91,0
4196,EQ0028,Crusher,5506,89.02,0.538,3.49,27.64,110.7,36.9,0
4197,EQ0054,Crusher,3591,94.0,0.564,3.07,58.03,105.5,33.2,0
4198,EQ0182,Haul Truck,3492,91.62,0.469,2.77,49.86,74.5,30.36,0
4199,EQ0065,Excavator,2368,104.67,0.602,3.38,46.15,167.1,26.15,0
4200,EQ0100,Loader,5732,91.2,0.484,2.88,34.72,102.4,30.29,0
4201,EQ0021,Haul Truck,3883,88.58,0.502,3.36,38.1,93.7,36.7,0
4202,EQ0013,Loader,9181,110.54,0.538,2.5,39.99,106.7,32.95,1
4203,EQ0057,Haul Truck,6073,91.39,0.639,2.68,50.51,147.9,29.0,0
4204,EQ0049,Crusher,6069,96.23,0.399,3.47,43.22,123.4,26.97,0
4205,EQ0118,Loader,9081,98.61,0.427,3.74,44.21,96.3,30.99,0
4206,EQ0054,Crusher,4748,85.91,0.4,2.98,38.66,132.3,24.81,0
4207,EQ0138,Loader,5039,104.88,0.45,1.61,46.34,144.4,30.99,0
4208,EQ0053,Drill,8950,100.1,0.714,2.9,42.42,119.3,23.81,1
4209,EQ0044,Haul Truck,8124,107.47,0.586,3.02,40.35,113.0,25.88,0
4210,EQ0047,Drill,7957,89.57,0.33,2.88,34.06,150.5,21.83,0
4211,EQ0053,Haul Truck,1118,95.79,0.41,3.17,39.09,114.6,25.36,0
4212,EQ0074,Excavator,2053,95.31,0.556,2.76,31.36,168.2,23.9,0
4213,EQ0046,Loader,9482,97.11,0.364,3.42,39.68,97.3,38.15,0
4214,EQ0013,Excavator,3757,83.36,0.391,2.42,40.71,96.6,22.63,0
4215,EQ0165,Excavator,4946,95.89,0.702,3.62,20.76,92.9,30.31,0
4216,EQ0102,Haul Truck,2396,83.59,0.408,3.78,38.16,112.8,22.32,0
4217,EQ0024,Drill,874,97.87,0.643,2.54,30.59,120.1,28.28,0
4218,EQ0002,Crusher,2911,77.97,0.688,2.54,43.99,80.2,29.74,0
4219,EQ0081,Haul Truck,9672,80.19,0.39,3.21,45.1,122.9,16.89,0
4220,EQ0100,Crusher,3282,101.55,0.367,2.41,36.59,137.0,19.61,1
4221,EQ0142,Excavator,7967,90.63,0.459,2.75,44.39,76.0,22.27,0
4222,EQ0138,Crusher,4429,87.1,0.337,3.55,44.73,104.4,20.18,1
4223,EQ0163,Drill,6267,105.17,0.518,3.37,38.16,137.0,28.5,0
4224,EQ0153,Haul Truck,3197,97.62,0.469,3.99,52.27,87.3,29.46,0
4225,EQ0131,Drill,1504,101.98,0.554,3.09,34.2,110.5,21.62,0
4226,EQ0111,Drill,5201,93.67,0.71,2.69,51.77,152.6,28.75,1
4227,EQ0102,Haul Truck,1469,116.44,0.623,3.03,38.2,173.9,25.46,0
4228,EQ0017,Drill,5597,90.16,0.573,2.92,33.25,133.2,27.4,0
4229,EQ0012,Loader,6765,108.96,0.205,2.93,37.19,114.9,24.23,0
4230,EQ0182,Loader,2164,94.51,0.567,2.99,31.2,105.0,30.93,0
4231,EQ0116,Loader,2865,81.76,0.758,2.53,46.28,147.3,37.81,0
4232,EQ0024,Crusher,2917,98.86,0.048,3.14,27.18,154.0,32.65,0
4233,EQ0029,Drill,7891,97.52,0.603,2.3,51.12,85.3,36.36,0
4234,EQ0171,Haul Truck,816,86.59,0.476,2.64,32.51,147.3,19.58,0
4235,EQ0153,Haul Truck,4140,87.62,0.373,2.94,46.69,101.8,23.95,0
4236,EQ0122,Crusher,1811,94.8,0.62,1.87,40.19,94.2,31.39,1
4237,EQ0188,Haul Truck,9517,97.8,0.756,3.38,42.17,115.4,37.05,1
4238,EQ0090,Loader,5467,75.23,0.616,1.97,35.28,149.7,31.9,1
4239,EQ0065,Drill,6361,103.42,0.444,3.33,42.82,129.3,21.84,0
4240,EQ0084,Haul Truck,108,91.04,0.358,2.35,41.08,128.5,25.39,0
4241,EQ0119,Haul Truck,8889,84.35,0.522,2.8,28.34,130.6,30.0,0
4242,EQ0156,Excavator,4218,102.53,0.631,3.26,32.3,134.0,27.01,0
4243,EQ0016,Excavator,6186,94.81,0.442,4.1,35.67,116.6,23.21,0
4244,EQ0175,Excavator,6483,104.73,0.456,3.06,33.96,139.0,26.26,0
4245,EQ0104,Drill,9900,98.5,0.923,2.01,50.02,100.2,27.91,1
4246,EQ0092,Loader,3767,94.99,0.662,3.48,40.06,139.5,21.49,0
4247,EQ0186,Loader,2346,93.78,0.673,2.88,33.77,145.7,33.91,0
4248,EQ0027,Loader,3726,98.86,0.281,3.03,36.07,141.0,25.36,0
4249,EQ0181,Drill,2922,91.69,0.394,3.28,35.96,142.5,27.56,0
4250,EQ0170,Drill,8383,88.18,0.511,1.89,37.7,133.9,34.21,1
4251,EQ0187,Excavator,950,99.88,0.35,3.0,31.4,155.2,27.25,0
4252,EQ0175,Haul Truck,1207,93.84,0.74,2.8,33.49,51.9,33.88,1
4253,EQ0162,Crusher,399,95.27,0.712,3.61,46.13,145.6,21.82,0
4254,EQ0165,Crusher,8202,103.72,0.42,3.36,41.48,179.3,30.6,0
4255,EQ0134,Haul Truck,9769,94.09,0.768,2.19,38.78,101.3,33.04,0
4256,EQ0135,Excavator,5500,95.12,0.499,3.63,40.02,98.0,23.02,0
4257,EQ0153,Haul Truck,1182,90.2,0.888,3.22,39.64,158.6,26.93,0
4258,EQ0033,Haul Truck,8267,98.45,0.522,2.23,38.33,92.2,27.05,1
4259,EQ0055,Crusher,9657,97.8,0.586,3.03,44.14,100.0,29.26,0
4260,EQ0186,Excavator,2900,102.21,0.71,3.52,43.55,125.1,30.85,0
4261,EQ0007,Drill,4051,90.37,0.692,2.39,27.43,96.0,22.53,0
4262,EQ0057,Crusher,9067,91.34,0.577,3.69,38.95,146.3,27.64,0
4263,EQ0126,Drill,6868,101.34,0.479,2.24,27.95,96.3,37.55,0
4264,EQ0012,Excavator,1552,97.02,0.577,2.6,45.08,130.8,34.32,0
4265,EQ0016,Haul Truck,1781,87.75,0.378,2.53,46.14,128.5,32.76,0
4266,EQ0043,Loader,2403,105.45,0.523,3.69,35.11,169.9,26.84,0
4267,EQ0117,Loader,7257,81.41,0.334,2.75,39.07,155.0,40.77,0
4268,EQ0135,Excavator,1951,101.27,0.233,2.42,23.11,104.1,34.18,0
4269,EQ0111,Loader,1997,84.88,0.508,3.22,47.78,82.1,28.22,1
4270,EQ0051,Drill,5925,110.09,0.689,3.33,45.68,145.1,29.32,0
4271,EQ0160,Loader,9619,82.64,0.639,3.33,49.2,100.4,25.25,0
4272,EQ0075,Excavator,8906,104.22,0.488,2.86,51.89,109.9,30.36,1
4273,EQ0008,Excavator,344,94.35,0.762,3.13,30.21,88.2,31.56,0
4274,EQ0200,Drill,9048,92.07,0.415,2.67,47.1,140.4,32.22,0
4275,EQ0045,Loader,9115,96.48,0.212,3.84,51.83,100.6,26.92,0
4276,EQ0059,Loader,3907,100.06,0.173,3.57,28.04,118.9,19.16,0
4277,EQ0132,Haul Truck,2879,87.76,0.323,3.54,38.63,119.4,29.45,0
4278,EQ0104,Crusher,1946,88.47,0.622,3.4,37.09,125.5,32.24,0
4279,EQ0195,Excavator,7121,100.2,0.405,3.26,46.84,139.8,22.13,0
4280,EQ0157,Haul Truck,9532,81.34,0.569,2.38,20.85,112.7,27.46,1
4281,EQ0157,Excavator,573,90.33,0.747,3.32,54.53,97.8,36.05,0
4282,EQ0098,Haul Truck,4231,119.33,0.335,3.06,39.1,64.2,20.78,0
4283,EQ0156,Crusher,1892,87.26,0.572,3.63,47.33,123.1,26.3,0
4284,EQ0079,Haul Truck,1834,104.18,0.581,3.4,39.52,115.3,36.92,0
4285,EQ0124,Excavator,7315,90.31,0.371,3.28,43.94,98.7,28.95,0
4286,EQ0172,Loader,7329,99.07,0.703,2.16,21.43,121.9,24.84,1
4287,EQ0004,Excavator,5288,100.23,0.457,2.96,36.92,145.7,27.96,0
4288,EQ0090,Drill,5381,104.03,0.442,2.72,46.78,153.4,32.96,0
4289,EQ0104,Drill,5958,93.4,0.817,3.13,42.31,73.9,26.78,0
4290,EQ0137,Drill,1044,110.91,0.578,2.79,26.91,109.2,31.59,0
4291,EQ0119,Drill,1611,90.29,0.639,2.86,40.49,148.8,29.41,0
4292,EQ0133,Crusher,4181,96.87,0.703,3.23,33.45,167.9,29.9,1
4293,EQ0056,Loader,6218,96.96,0.402,2.78,32.76,95.5,31.97,0
4294,EQ0096,Loader,958,86.02,0.687,3.06,27.83,161.3,26.23,0
4295,EQ0178,Excavator,3660,92.71,0.425,2.24,44.95,79.5,22.33,0
4296,EQ0075,Haul Truck,8521,96.29,0.418,2.58,48.9,154.4,30.85,0
4297,EQ0143,Excavator,8469,91.54,0.459,3.33,56.96,111.5,27.21,1
4298,EQ0032,Excavator,2715,114.53,0.407,2.38,28.21,166.9,25.31,1
4299,EQ0028,Excavator,1713,88.29,0.623,3.62,46.14,106.1,31.16,0
4300,EQ0022,Excavator,2940,104.44,0.54,3.49,46.67,110.7,35.66,0
4301,EQ0017,Loader,1874,101.85,0.426,2.87,35.36,116.0,27.07,0
4302,EQ0059,Haul Truck,3971,94.89,0.601,4.5,32.66,73.9,28.05,0
4303,EQ0090,Excavator,8373,88.08,0.459,3.62,31.31,67.1,20.91,0
4304,EQ0199,Loader,945,88.85,0.451,2.53,35.78,135.3,26.66,0
4305,EQ0106,Excavator,9508,90.86,0.507,3.37,41.62,149.7,29.33,0
4306,EQ0185,Drill,3360,80.71,0.57,3.03,50.88,138.2,27.88,0
4307,EQ0026,Excavator,3245,86.97,0.558,2.61,48.84,82.4,25.83,0
4308,EQ0025,Excavator,7902,83.14,0.446,2.47,27.08,134.4,32.36,0
4309,EQ0138,Crusher,2363,105.77,0.627,3.5,33.69,90.3,28.35,0
4310,EQ0045,Drill,8736,99.95,0.467,2.7,50.4,132.2,43.53,0
4311,EQ0083,Haul Truck,8255,101.29,0.402,2.95,34.15,153.9,29.25,0
4312,EQ0011,Excavator,1022,99.71,0.28,2.54,39.54,131.0,11.52,0
4313,EQ0181,Haul Truck,6795,96.34,0.647,2.63,26.36,164.1,21.33,0
4314,EQ0200,Drill,4388,106.69,0.502,2.94,49.22,115.5,31.19,1
4315,EQ0104,Excavator,5858,90.11,0.532,3.19,24.7,113.5,24.14,0
4316,EQ0068,Crusher,8231,95.85,0.657,1.71,26.86,122.0,24.51,0
4317,EQ0095,Loader,2730,100.98,0.428,3.01,48.41,79.7,20.56,0
4318,EQ0156,Crusher,7916,84.43,0.294,2.63,55.36,107.9,25.14,0
4319,EQ0065,Crusher,9459,119.77,0.51,3.7,37.68,110.5,29.16,1
4320,EQ0049,Loader,7656,95.23,0.546,4.47,39.63,111.5,30.32,1
4321,EQ0175,Loader,6030,96.14,0.461,2.82,47.27,128.0,21.88,0
4322,EQ0052,Loader,7100,105.06,0.721,2.14,42.32,75.6,32.83,0
4323,EQ0102,Excavator,3612,102.32,0.127,3.06,37.01,85.6,20.85,0
4324,EQ0182,Haul Truck,6166,95.3,0.668,2.9,36.12,154.0,30.63,0
4325,EQ0188,Haul Truck,9187,96.04,0.619,3.99,27.47,59.8,30.02,0
4326,EQ0057,Loader,3822,82.97,0.569,3.83,41.86,138.5,22.39,0
4327,EQ0047,Crusher,5748,90.55,-0.0,3.43,39.26,108.8,21.68,0
4328,EQ0159,Drill,2160,99.14,0.693,2.71,36.5,124.8,30.29,0
4329,EQ0174,Loader,3134,98.55,0.346,3.34,31.99,166.7,24.64,0
4330,EQ0026,Crusher,2487,104.77,0.424,3.13,32.8,116.1,26.86,0
4331,EQ0114,Crusher,7108,94.04,0.474,3.12,44.95,138.8,32.12,0
4332,EQ0005,Excavator,8131,83.9,0.561,2.22,47.05,121.8,30.87,0
4333,EQ0084,Excavator,1899,103.45,0.596,3.53,37.38,116.7,22.5,0
4334,EQ0052,Haul Truck,4507,106.49,0.634,3.05,36.54,113.0,27.68,0
4335,EQ0105,Haul Truck,2880,102.19,0.622,2.95,33.17,141.0,22.39,1
4336,EQ0054,Drill,1227,93.69,0.538,2.7,47.49,98.1,33.22,0
4337,EQ0161,Drill,8630,103.36,0.562,2.6,40.25,86.0,37.22,0
4338,EQ0178,Drill,7465,122.43,0.336,3.16,42.94,122.2,22.93,0
4339,EQ0166,Drill,7711,95.92,0.387,2.13,42.87,125.8,27.81,0
4340,EQ0155,Crusher,7635,84.51,0.634,3.39,37.54,65.3,33.5,1
4341,EQ0015,Crusher,9464,90.31,0.626,2.47,30.68,119.7,28.15,1
4342,EQ0061,Haul Truck,2908,100.0,0.609,1.97,32.03,83.2,31.37,0
4343,EQ0122,Excavator,4397,82.16,0.423,3.91,49.02,138.8,28.31,0
4344,EQ0021,Excavator,4659,96.36,0.637,2.57,34.19,65.9,21.66,0
4345,EQ0046,Loader,548,98.04,0.326,2.64,36.72,177.8,28.71,0
4346,EQ0197,Crusher,5108,107.28,0.662,3.57,30.92,109.9,34.76,0
4347,EQ0134,Drill,4993,105.48,0.461,3.93,30.27,94.1,29.89,0
4348,EQ0038,Drill,893,101.92,0.753,2.23,33.85,111.5,37.74,1
4349,EQ0062,Loader,536,77.7,0.272,2.52,53.51,136.7,17.37,0
4350,EQ0086,Excavator,6112,102.37,0.765,2.56,45.26,146.7,30.27,0
4351,EQ0190,Drill,5969,100.64,0.446,3.47,35.79,111.8,24.11,0
4352,EQ0078,Excavator,1720,97.05,0.443,3.82,48.66,76.8,22.75,0
4353,EQ0046,Loader,4408,81.16,0.529,2.46,38.78,83.6,36.01,0
4354,EQ0141,Excavator,1048,88.79,0.395,3.71,50.83,128.6,26.47,0
4355,EQ0003,Excavator,4044,85.67,0.489,2.65,57.69,149.6,25.89,0
4356,EQ0006,Excavator,9419,78.88,0.389,3.17,48.23,153.5,30.06,0
4357,EQ0093,Drill,291,94.98,0.395,2.36,40.76,125.0,15.08,1
4358,EQ0008,Haul Truck,1503,88.62,0.573,2.94,45.59,149.0,36.13,0
4359,EQ0172,Crusher,2090,116.0,0.365,2.94,40.12,177.4,39.43,0
4360,EQ0108,Excavator,1204,93.65,0.385,2.84,25.31,155.7,33.49,0
4361,EQ0161,Excavator,648,105.35,0.294,3.19,34.76,147.7,30.47,0
4362,EQ0075,Excavator,5861,82.45,0.424,2.5,32.39,95.8,26.7,0
4363,EQ0077,Haul Truck,8862,90.76,0.697,2.56,34.59,148.9,21.55,0
4364,EQ0050,Loader,8003,95.78,0.373,3.22,54.35,133.8,35.16,0
4365,EQ0011,Drill,1884,87.73,0.39,3.67,48.98,139.5,33.5,0
4366,EQ0095,Haul Truck,904,91.62,0.529,2.99,43.53,157.8,30.7,1
4367,EQ0156,Excavator,9090,93.26,0.444,3.25,46.5,130.8,30.0,0
4368,EQ0070,Haul Truck,8902,93.13,0.834,3.38,24.86,116.9,29.8,1
4369,EQ0169,Haul Truck,7617,109.84,0.476,3.42,45.83,87.9,24.84,0
4370,EQ0016,Haul Truck,6931,98.03,0.55,2.52,47.52,111.1,43.01,0
4371,EQ0068,Loader,7017,98.84,0.642,2.61,22.08,126.4,26.29,0
4372,EQ0099,Crusher,4338,99.32,0.639,2.65,46.12,128.3,25.44,0
4373,EQ0048,Drill,3360,99.9,0.535,3.96,28.61,127.3,34.72,0
4374,EQ0184,Loader,4467,94.34,0.476,3.25,24.24,148.8,27.82,0
4375,EQ0064,Loader,5751,92.43,0.804,3.23,50.61,146.0,27.89,1
4376,EQ0187,Crusher,3471,96.33,0.485,3.18,31.94,118.1,36.49,0
4377,EQ0090,Loader,2193,104.25,0.434,2.34,34.27,94.6,32.07,1
4378,EQ0190,Haul Truck,4101,104.01,0.403,3.97,47.92,131.5,32.38,0
4379,EQ0076,Haul Truck,6656,93.08,0.241,3.24,37.56,187.4,19.49,0
4380,EQ0139,Excavator,7910,101.14,0.623,3.36,38.56,129.6,30.4,0
4381,EQ0101,Loader,4654,93.44,0.148,2.12,38.38,111.1,21.97,0
4382,EQ0089,Excavator,9724,95.27,0.499,3.39,42.78,136.1,25.27,1
4383,EQ0018,Drill,2617,91.21,0.469,2.82,38.19,137.9,29.05,0
4384,EQ0019,Haul Truck,8797,93.55,0.836,2.34,40.91,137.5,27.78,1
4385,EQ0055,Drill,5905,105.73,0.225,2.52,35.97,161.2,31.93,0
4386,EQ0102,Crusher,1196,95.74,0.365,2.37,42.81,131.6,32.62,0
4387,EQ0118,Haul Truck,9336,96.08,0.48,2.36,42.51,159.8,33.07,0
4388,EQ0154,Drill,7161,83.42,0.47,3.03,55.18,126.9,19.93,0
4389,EQ0134,Crusher,2304,92.53,0.418,2.81,36.95,165.4,42.18,0
4390,EQ0004,Drill,4002,93.07,0.488,3.17,38.53,156.2,27.85,0
4391,EQ0108,Crusher,1452,88.37,0.311,3.84,41.91,147.7,35.28,0
